Creation Time,Marketplace Type,ProFinder Service Category,Top Level Service Category,Secondary Service Category,Use Profile Location,Available to Work Remotely,Pricing Info Provided,Status,Media
Thu Jul 08 10:21:21 UTC 2021,SERVICE_MARKETPLACE,,,"IT Consulting, Non-profit Consulting, Program Management, Strategic Planning, Application Development, Change Management",true,true,200,ACTIVE,https://www.linkedin.com/services/page/28023a30a6b7010610
